Source,Target,Weight
DEN,SHV,1024
ORD,LEX,1024
OWB,SFB,1025
PIE,CHA,1025
DEN,SAT,1025
SFO,PPT,1025
PSP,YEG,1025
ATL,ELH,1025
FLL,TLH,1025
SFO,DFW,1026
RDU,SJU,1026
SEA,SLC,1026
SFB,TUL,1027
EGE,SFO,1027
DTW,PUJ,1027
PIT,JFK,1027
DFW,MTJ,1027
LAS,FCA,1028
CUU,IAH,1028
SJU,STX,1029
SBN,ORD,1029
PNS,MIA,1029
ORD,HDN,1029
SFB,PIA,1030
ORD,ORF,1030
JAX,STL,1030
ORD,LIT,1030
LAS,MSO,1031
TRI,SFB,1031
DFW,VPS,1031
FLL,GSO,1032
HRL,ORD,1032
EWR,PVD,1032
DEN,RNO,1033
OAX,DFW,1034
PVR,ORD,1034
COS,DEN,1034
CVG,AUS,1034
IAD,PBG,1035
ORD,HRL,1035
PBI,CMH,1035
SJC,LAX,1036
DEN,ATW,1036
PSP,PDX,1036
FLL,AVL,1037
ORD,AUS,1037
BWI,MCN,1037
PDX,MSP,1037
IAD,YUL,1037
DCA,CRW,1038
CIU,MSP,1038
SLC,RSW,1038
RAP,DEN,1038
ORD,ELP,1038
PGD,MCI,1039
PTY,MSY,1039
BZE,DEN,1040
STX,SJU,1040
DTW,GRR,1040
PHX,OKC,1040
MSP,SBN,1041
DTW,SDF,1041
STX,STT,1041
LAX,BLI,1042
DEN,LNK,1042
MRY,DEN,1042
GJT,LAS,1043
MFR,LAX,1043
AUS,CVG,1044
PIE,MLI,1044
PHL,CVG,1044
KTN,JNU,1044
PIE,LCK,1045
INL,MSP,1045
SBN,MSP,1045
SDF,ORD,1045
POS,MCO,1045
ORD,BHM,1045
DEN,BZE,1046
PVD,EWR,1046
MEM,SFB,1047
PIE,PBG,1047
DTW,YOW,1047
DTW,GRR,1047
SFO,ORY,1047
IAH,ORF,1047
ORF,IAH,1047
BTV,MCO,1047
ORD,BIS,1047
DEN,SJC,1047
SAV,CVG,1048
SFB,ROC,1048
TNA,LAX,1048
YYZ,MKE,1050
EUG,LAX,1050
PGD,STC,1050
IAH,SAV,1051
OGS,PIE,1052
CLE,MCO,1052
PDX,PSP,1052
LAX,PVU,1053
COU,DEN,1053
PHX,MKE,1053
CVG,EWR,1054
LGA,CVG,1054
DSS,JFK,1054
ORD,CMH,1054
PSP,ORD,1054
IAD,PVD,1054
MEX,AUS,1054
TUL,SFB,1055
RSW,SLC,1055
BIS,ORD,1056
ORD,COS,1056
SFB,SDF,1057
DFW,PUJ,1057
IAH,CUN,1058
IAD,RIC,1058
IAH,LEX,1058
MSP,TYS,1059
DUB,BDL,1059
JFK,GDL,1059
SJU,RDU,1060
DEN,MRY,1060
DFW,MEM,1060
RDU,AUS,1060
LAS,RAP,1061
DEN,COU,1061
YOW,DTW,1061
MCN,BWI,1061
PWM,CLT,1062
SJU,YYZ,1062
PIT,DEN,1062
AMA,PHX,1062
MSP,FAR,1062
OAK,BJX,1064
USA,MSY,1064
IAD,CLE,1064
CHS,MIA,1064
CLT,FAY,1064
ORD,PSP,1064
STT,SJU,1064
MDW,SJU,1065
STT,STX,1065
BLI,LAX,1065
LAS,BZN,1065
PIE,MEM,1065
EWR,YUL,1065
IAD,ALB,1065
TPA,PNS,1065
GDL,MCO,1065
SFB,BMI,1066
SFB,OGS,1066
TAM,IAH,1066
DCA,CVG,1067
COS,IAH,1067
IAH,ICT,1067
MSY,MSP,1067
PHL,CMH,1067
FLL,GSP,1068
DEN,LAR,1068
BNA,TUP,1068
MSO,LAS,1069
EUG,LAS,1070
LAX,SEA,1070
DEN,BUF,1070
SAT,ORD,1070
DEN,DSM,1070
HSV,DEN,1070
ORF,LGA,1071
YQB,MCO,1071
SAT,SLC,1072
ROC,DTW,1072
BWI,RDU,1072
PVD,EWR,1072
FLL,STI,1073
DTW,SWF,1073
MAR,MIA,1073
SDF,DCA,1073
PPT,SFO,1073
JAN,ORD,1073
IND,MBJ,1073
ALB,IAD,1074
BZN,LAS,1075
DEN,LBF,1075
ORD,HYD,1075
GSO,SFB,1076
CHA,ORD,1076
DEN,DRO,1076
STT,STX,1076
MCO,MEM,1077
YOW,TPA,1077
BTV,EWR,1078
SDF,DTW,1078
SFO,PSP,1078
MKE,SLC,1078
CHA,PIE,1079
IAH,CUU,1079
DEN,ABQ,1080
ROW,PHX,1080
VQS,SJU,1081
CAE,IAH,1081
IAH,LFT,1081
MSP,HLN,1081
ORD,BJX,1081
BOI,LAS,1082
LGA,CMH,1082
ORD,PIT,1082
YYZ,MSP,1082
MRY,DEN,1082
GTF,LAS,1083
LBF,DEN,1083
EWR,PWM,1083
LAW,DFW,1083
ORD,GSP,1083
DEN,IND,1083
SYR,LGA,1083
MCO,LIT,1083
RDM,LAX,1083
SEA,MCI,1083
ICT,LAS,1084
LAS,YQR,1084
CLT,TUS,1084
FCA,LAS,1085
PGD,OMA,1085
DTW,OAK,1085
DFW,LGA,1085
STL,MSP,1085
TPA,YOW,1085
TYS,CLT,1085
LAS,ELP,1086
PLS,BOS,1086
ANC,ADQ,1086
AZO,MSP,1087
LAS,GTF,1088
MCO,CDG,1088
ICT,ORD,1088
ATL,MTJ,1090
CMH,DEN,1090
IAH,JAN,1090
LAS,GRI,1091
ORF,PIE,1091
CHA,DTW,1091
ORD,ALB,1091
MCI,SEA,1091
MEM,PIE,1093
SFB,OWB,1093
MCO,PNS,1093
IAH,CAE,1094
MSN,EWR,1094
PBI,PIT,1094
PIT,PBI,1094
BJX,LAX,1095
FAR,ORD,1095
LAS,BIL,1096
LAS,IDA,1096
SYR,PHL,1096
MCO,YEG,1096
CAK,IAH,1096
ONT,SEA,1097
DEN,JAX,1097
DTW,RIC,1097
CLT,IAH,1098
IAD,PWM,1098
XNA,LAS,1099
CID,ORD,1099
PDX,SEA,1099
SGF,LAS,1100
BNA,BOS,1100
ICT,ORD,1100
BHM,ORD,1100
DLH,ORD,1101
YYC,DEN,1101
DEN,CMH,1101
ACA,IAH,1101
ORD,JAN,1101
MSN,DTW,1101
YYZ,SAT,1101
BIL,LAS,1102
LAS,OMA,1102
SRQ,PIT,1102
HLN,MSP,1102
SAV,BWI,1103
OMA,ORD,1103
FLL,ORF,1104
LAS,XNA,1104
DTW,HSV,1104
DTW,PLN,1104
LAS,CUN,1104
IAH,ACA,1104
ORD,BNA,1104
GDL,ORD,1105
PIE,ORF,1105
TYS,IAD,1105
GFK,LAS,1106
BJX,OAK,1106
PNS,TPA,1107
RDU,BOS,1108
ATL,LAX,1108
SEA,SIT,1109
MCI,IAH,1110
CZM,MSP,1110
PNS,MCO,1110
MIA,CCS,1111
JAN,DEN,1111
PHX,MAF,1111
DTW,YOW,1111
MIA,GEO,1111
LAX,EUG,1112
SFB,XNA,1112
MBJ,DTW,1112
LGA,RDU,1112
YEG,MCO,1112
ORD,CID,1112
MLI,LAS,1113
RFD,SFB,1114
CCS,MIA,1114
MAF,DEN,1114
BTV,DTW,1115
LAS,MLI,1116
ORD,BTV,1116
LGA,MEM,1116
LAX,JED,1116
SAT,YYZ,1116
LIT,DCA,1117
BHM,LGA,1117
BOS,RIC,1117
ABQ,ORD,1118
BTV,IAD,1118
DFW,GDL,1118
FLL,FNT,1119
OMA,PGD,1119
DSM,ORD,1119
LAS,ICT,1120
BRO,DFW,1120
SJU,YYZ,1120
EWR,PVR,1121
LBB,HOU,1121
BOS,PHL,1121
DTW,DFW,1121
BDL,RDU,1121
RDU,BWI,1121
AUS,MEX,1121
DCA,LIT,1122
RDU,RSW,1122
SLC,CDC,1122
PIE,ROA,1123
CMH,MSP,1123
SDF,DTW,1123
SFB,SJU,1124
RAP,LAS,1125
BGI,BOS,1125
ORD,TYS,1125
ABQ,SAN,1126
SFO,PDX,1126
IAH,CZM,1127
BTV,ORD,1127
FSM,DFW,1127
SEA,SJD,1127
DEN,MAF,1127
MFR,DEN,1127
CVG,EWR,1128
IDA,LAS,1128
LAS,SGF,1128
PVU,LAX,1128
XNA,SFB,1128
GRR,PHX,1129
ABE,FLL,1130
LAS,RSW,1130
CUN,RDU,1130
IAH,NAS,1130
PUJ,DFW,1131
DEN,DSM,1131
MSY,RDU,1132
SJU,SBH,1132
LAX,BJX,1132
GRI,LAS,1133
SFB,FWA,1133
GSP,DTW,1133
EWR,CLE,1133
ORF,LAS,1133
IAD,ALB,1133
CDC,SLC,1134
CHA,ORD,1134
IAH,MLM,1134
BOS,BGI,1134
SAT,DTW,1134
PIE,ELM,1136
RSW,DUS,1137
SWF,DTW,1137
DTW,YUL,1137
OMA,LAS,1138
SJU,SFB,1138
CLE,MSY,1138
DFW,MSP,1138
DEN,HRL,1138
MSN,PHX,1138
LAX,AGU,1139
MIA,PUJ,1139
SFO,PHX,1139
CLT,TYS,1140
YYZ,JAX,1141
PHX,ORF,1141
PVD,IAD,1142
LAS,PIA,1143
MLI,PIE,1143
SDF,DEN,1143
BNA,LGA,1143
LAS,YXE,1144
DFW,OAX,1144
DEN,SAV,1144
RSW,OMA,1144
AZA,OMA,1145
SFB,BLV,1145
LGA,CLT,1145
DRO,DEN,1145
IAH,SAV,1146
MKG,ORD,1146
SAV,LGA,1146
GEO,MIA,1146
CLT,BDL,1147
MCI,DEN,1147
MIA,BEL,1147
MSY,CVG,1148
SAV,DEN,1149
ORD,DLH,1150
DFW,TPA,1150
SAL,JFK,1150
MCO,OMA,1151
GRR,ORD,1151
PGA,PGA,1151
FAR,MSP,1151
IAH,COS,1152
CLE,IAD,1152
LAX,SAL,1152
SFB,OMA,1153
IAH,MAF,1153
VPS,BLV,1154
DEN,EAR,1154
IAH,VER,1154
ORD,JAX,1154
PIT,SRQ,1155
SFB,MEM,1155
PHF,CLT,1155
ORD,EYW,1155
COS,IAH,1155
CMH,ORD,1155
AZA,OGD,1157
STT,SJU,1158
ROC,SFB,1158
DTW,RIC,1158
CVG,MSY,1159
HDN,DEN,1159
MKE,PHX,1159
DEL,EWR,1159
AZA,ATW,1160
TYS,PHL,1160
PHX,DSM,1160
YWG,ORD,1160
SLC,BWI,1161
SFB,GSP,1161
SFB,HGR,1161
PHL,SYR,1161
EVV,ORD,1161
SFB,EVV,1162
LGA,CHO,1162
CLE,RDU,1162
ORD,CMH,1162
DEN,TYS,1163
PIA,LAS,1164
YYZ,SJU,1164
SGF,ORD,1164
SBA,DEN,1164
DTW,ROC,1165
DEN,JAN,1165
AVL,FLL,1166
MIA,MAR,1166
RNO,IAH,1166
AUS,CVG,1166
DFW,DTW,1167
DAY,ORD,1167
IAD,SDF,1167
MEM,FLL,1168
ORF,FLL,1168
IAH,RNO,1168
EWR,CVG,1169
IAD,ROC,1169
MSP,YUL,1169
PGD,SYR,1170
ROA,PIE,1170
LAS,ORF,1170
JAC,DEN,1170
EAR,DEN,1171
FLL,SDF,1172
LAS,MFR,1172
SFB,ROA,1172
ORF,DEN,1172
LNK,ATL,1172
RDU,MSY,1173
LFT,ATL,1173
ORD,GUA,1173
BIL,DEN,1173
CVG,EWR,1173
PIE,ATW,1174
PIE,BNA,1174
GRI,DFW,1174
EWR,ALB,1174
PHX,LBB,1174
AUS,RDU,1174
PHL,CHO,1174
GSP,SFB,1175
GRR,DTW,1175
SLC,DSM,1175
TPA,YYZ,1175
DCA,DSM,1176
ORD,CLE,1176
STC,PGD,1177
LGA,SAV,1177
CMH,ORD,1177
PGD,ROC,1178
MSP,ROC,1178
ELP,LAS,1180
GUA,IAH,1180
EVV,CLT,1180
PBG,IAD,1181
SJC,DEN,1181
JNU,SIT,1181
MZT,MSP,1182
BLV,SFB,1183
BWI,SAV,1183
MCO,SDF,1183
TPA,DFW,1183
EVV,SFB,1184
LAR,DEN,1184
GRR,EWR,1184
IAH,PBC,1184
DEN,RIC,1184
EWR,BNA,1184
BJX,SJC,1184
PGD,BNA,1185
MLI,SFB,1186
ROA,SFB,1186
DTW,PIT,1186
DTW,MSN,1186
MIA,PNS,1187
MID,MIA,1187
BOS,CVG,1187
LGA,BNA,1187
CLT,ROC,1188
ORD,YUL,1188
DEN,GSP,1188
STL,PBI,1188
AZA,BOI,1189
PIE,SDF,1189
SDF,PIE,1189
IND,LAS,1190
JFK,PIT,1190
MEM,MCO,1190
MSP,PDX,1190
ALB,IAD,1190
MKE,BOS,1191
DEN,LIT,1191
JFK,BOS,1191
DCA,MYR,1191
DEN,HSV,1191
GPT,PIE,1191
MSP,SJU,1191
BZN,IAH,1192
STL,IAD,1192
SDF,SFB,1193
ORF,EWR,1193
PIE,GPT,1193
JAX,CVG,1195
OMA,AZA,1195
DEN,SBA,1196
DCA,YOW,1196
BNA,PGD,1197
FLL,MEM,1197
IAH,OAX,1197
DEN,ELP,1197
DTW,GSP,1197
BOI,AZA,1198
PIE,HTS,1198
DEN,SDF,1198
RDU,CUN,1198
ATW,DEN,1198
PSC,LAS,1199
BNA,EWR,1199
CLE,ORD,1199
TPA,GCM,1200
MKE,IAH,1200
ORD,SGF,1200
SBH,SJU,1200
ORD,STL,1202
OMA,SFB,1203
PIE,LEX,1203
MCO,AVL,1203
OMA,CLT,1203
JAX,DEN,1203
RIC,DTW,1203
FAT,LAX,1203
PVD,RSW,1204
DSM,PHX,1204
SLC,SEA,1204
PIA,SFB,1205
BOG,ORD,1205
SRQ,PHL,1205
MSP,PIT,1205
ROC,CLT,1206
MSP,EWR,1206
ENA,ANC,1206
BJX,SMF,1206
CLT,EVV,1207
EWR,BTV,1207
SAV,EWR,1207
MSO,SLC,1207
PGD,USA,1208
BNA,IAH,1208
MSP,OMA,1208
OMA,RSW,1208
CVG,DTW,1208
ANC,ENA,1208
PHX,ROW,1209
ATL,BTR,1209
MSP,BDL,1209
PWM,IAD,1209
YQR,LAS,1210
RIC,LGA,1210
TPA,STL,1210
OGD,AZA,1211
RSW,PVD,1212
CAK,TPA,1212
AUS,SAN,1212
TYS,MCO,1212
IAD,DTW,1212
PVR,EWR,1212
ALB,DTW,1213
CLE,IAD,1213
LAS,IND,1214
JFK,RDU,1214
DEN,HDN,1215
MEM,LGA,1215
ORD,PVR,1215
AZA,EUG,1216
VER,IAH,1216
DCA,TLH,1216
PHX,MSN,1216
DEN,MRY,1216
HGH,LAX,1217
GSP,EWR,1217
PHL,BNA,1218
BLV,VPS,1219
DEN,BHM,1219
OKC,DTW,1219
ORD,YYZ,1220
BON,MIA,1220
LAX,ACV,1221
STI,FLL,1222
ARN,JFK,1222
PBC,IAH,1222
CHA,IAD,1222
CHO,LGA,1222
GUA,ORD,1222
DUB,PHL,1222
LAS,PSC,1223
DTW,CHA,1223
RDU,CLE,1223
PHL,ROA,1223
PHL,BOS,1224
CLT,CVG,1224
TPA,MSN,1224
RSW,BUF,1225
FNT,FLL,1225
ORD,TYS,1225
ALB,ORD,1225
LCK,FLL,1226
ATL,DEN,1226
OMA,MSP,1226
CLT,GDL,1226
ABQ,DEN,1226
SJU,MDW,1227
CVG,JAX,1227
ICT,AZA,1227
SDF,FLL,1227
MSY,CLE,1227
HTS,PIE,1228
LCK,PIE,1228
GSP,DEN,1228
PBI,STL,1229
RAP,SLC,1229
SYR,PGD,1230
SAN,DAL,1230
MCO,POS,1230
DEN,YYC,1231
CKG,LAX,1231
FLL,AXM,1232
IAH,ATL,1232
MSP,BRD,1232
MIA,AMS,1232
BMI,SFB,1233
PIE,SWF,1233
GCM,TPA,1233
TYS,MSP,1233
EWR,YQB,1233
DEN,BIS,1234
MSP,CMH,1234
MEM,ORD,1234
YWG,DEN,1234
MEL,JFK,1234
ORD,YWG,1235
AZA,ICT,1236
DCA,PNS,1236
BOS,BNA,1236
EWR,CVG,1236
EWR,SJD,1237
BNA,PIE,1237
LAS,BOI,1237
IAH,MKE,1237
MIA,GSO,1238
ORD,CHA,1238
PVR,LAX,1238
PIE,TOL,1239
SFB,BIS,1239
DCA,SYR,1239
RDU,SAN,1239
RSW,LAS,1239
FLL,REC,1239
SLC,SMF,1239
AZA,BLV,1240
TPA,LBE,1240
SDF,MCO,1240
BJX,ORD,1240
BUF,PHL,1241
MCO,JAN,1241
PVD,RSW,1241
ATL,LNK,1241
DTW,IAD,1241
LAS,TYS,1242
CDG,MCO,1242
SAV,IAH,1242
DEN,CHS,1242
ORD,YWG,1242
DTW,OKC,1243
CLT,EWN,1243
SDF,DTW,1243
SEA,MKE,1244
IAH,BZN,1244
DEN,ABQ,1244
LRD,DFW,1245
GEG,LAS,1245
CLT,IAH,1247
DCA,SDF,1247
YOW,DCA,1248
BDL,DUB,1248
DEN,MFR,1248
GSO,FLL,1249
CUN,IAH,1249
JAN,DFW,1249
DEN,ORF,1249
PHX,GRR,1249
MCO,CNF,1249
PBG,PIE,1250
ELP,SLC,1250
CLT,OMA,1250
ORD,LEX,1250
NAN,SFO,1251
TPA,CAK,1251
MLM,IAH,1251
IND,JFK,1251
ROA,ATL,1251
EWR,BTV,1252
HSV,DEN,1252
JFK,TAS,1252
BNA,PHL,1253
MSP,IFP,1253
EUG,AZA,1254
FWA,SFB,1254
STL,TPA,1254
ROC,EWR,1254
PIE,FSD,1255
BMI,PIE,1256
HGR,SFB,1256
IND,IAH,1256
ORD,CLE,1256
PHX,FLG,1256
LEX,PIE,1257
SEA,SFO,1257
MSO,DEN,1257
CUN,DFW,1258
DSM,DCA,1258
CMH,ORD,1258
MIA,PIT,1258
ATL,SRQ,1258
DTW,CLT,1258
JNU,KTN,1258
GDL,JFK,1259
PIE,PIA,1259
ORD,JAX,1259
REC,MCO,1259
HNL,JHM,1260
EWR,GSP,1260
ORF,ORD,1261
OKC,MSP,1261
PLN,DTW,1261
MIA,MTY,1262
SMF,SFO,1263
AXM,FLL,1263
YWG,ORD,1263
LBB,PHX,1264
BUF,ORD,1264
BNA,EWR,1264
OAX,IAH,1265
DEN,FAT,1265
BDL,CLT,1266
DTW,GSP,1266
ORH,JFK,1266
CHO,PHL,1266
PIT,MSP,1266
PHL,DUB,1266
LAS,YWG,1267
GSP,ORD,1267
ATL,ASE,1268
HOU,MIA,1268
MSP,YYZ,1268
IAH,CLE,1269
ORF,JFK,1269
ABQ,DEN,1269
TLH,DCA,1269
TYS,DEN,1269
YYZ,SJU,1269
DTW,SYR,1270
BHM,DEN,1270
ELP,DEN,1270
FAT,DEN,1270
OKC,SFO,1270
SDF,MSP,1270
PHL,BUF,1271
CVG,AZA,1272
DEN,BIL,1272
ORD,FNT,1272
ORD,RIC,1272
BDL,YYZ,1272
AZA,CVG,1274
XNA,IAH,1274
GRU,DTW,1274
GUA,MIA,1274
MCO,REC,1274
LAX,PVR,1274
SFB,PIT,1275
CID,MSP,1275
DTW,PVD,1275
HOU,SLC,1276
JHM,HNL,1276
LAX,TNA,1276
SAF,PHX,1276
LGA,RIC,1276
DEN,BFF,1277
IAH,XNA,1277
MCO,CLE,1278
ORD,CHS,1278
CHS,DEN,1278
PGD,PVD,1279
ATL,LFT,1279
JFK,BEG,1279
CSX,LAX,1280
IAD,CMN,1280
EWR,SYR,1280
RIC,DEN,1280
PIA,PIE,1281
ROC,PGD,1281
LAX,SJC,1281
ROA,ORD,1281
BHM,ATL,1281
JED,LAX,1281
YXE,LAS,1282
LAS,PEK,1282
RIC,BOS,1282
LIT,DEN,1282
BLV,AZA,1283
ORD,GRR,1283
ORD,CHA,1283
ORD,EWR,1283
SFO,EGE,1283
DEN,MCI,1284
JFK,RIC,1284
ATL,DEN,1285
DEN,DSM,1285
YWG,LAS,1285
GSP,DTW,1285
ORD,ROA,1285
TUS,CLT,1285
ABQ,DEN,1286
MIA,GRR,1286
BUF,DEN,1286
BOS,RDU,1286
MSY,DEN,1287
IAD,HSV,1287
ACV,LAX,1288
MAF,IAH,1288
JFK,RDU,1289
AZA,BLI,1290
SRQ,CVG,1290
BFL,SFO,1290
CCS,MIA,1290
MSP,CID,1290
DFW,YUL,1290
TRC,DFW,1291
MIA,LGA,1291
LAS,GEG,1291
LGA,SAV,1291
SLC,MKE,1291
LBE,TPA,1292
SAT,MSP,1292
TYS,LAS,1293
DAY,PIE,1294
PIE,BMI,1294
DEN,RNO,1294
SFO,NAN,1294
GRR,FLL,1295
LAX,BOI,1295
GSO,MIA,1295
DEN,FAR,1295
LGA,GSP,1296
CTU,LAX,1296
TVC,ORD,1296
ORD,MLI,1296
ATW,PIE,1297
ELM,PIE,1297
PIE,DAY,1297
DEN,YWG,1297
YUL,ORD,1297
ORD,PIT,1297
SWF,PIE,1298
SAN,MRY,1298
YEG,MSP,1298
STL,IAH,1299
YQB,MIA,1299
BOI,LAX,1299
CLT,PWM,1299
AMA,DFW,1300
AZA,SBN,1301
CLT,DTW,1302
FLL,SXM,1303
JFK,ORF,1304
BOS,PLS,1304
PIT,MIA,1305
MTY,MIA,1305
DTW,CVG,1305
FLL,LCK,1306
YQB,EWR,1306
MLM,FAT,1307
RDU,TTN,1307
SRQ,ATL,1307
PIE,CID,1308
DEN,OMA,1309
GEG,SEA,1309
ORD,MQT,1309
AZA,SCK,1310
ROC,MSP,1310
MSP,CZM,1310
AVL,MCO,1311
DFW,GRI,1311
TTN,RDU,1311
MIA,YQB,1313
MDW,ZCL,1313
MIA,MID,1313
MSN,TPA,1313
MSY,AUS,1314
VQS,JRV,1314
CUN,SFO,1314
SFB,FAR,1315
SRQ,IND,1315
PGD,MLI,1316
STT,BOS,1316
DCA,RDU,1316
AZA,MLI,1317
STL,PHL,1317
SYR,DTW,1317
DTW,MTY,1317
DEN,LNK,1318
SJD,EWR,1319
SBN,AZA,1319
RNO,DEN,1319
AZA,OAK,1320
BFF,DEN,1320
DTW,SDF,1320
BEG,JFK,1320
DEN,AMA,1320
DFW,CUN,1321
DTW,MBJ,1321
DFW,BRO,1321
GSP,LGA,1321
IAH,DCA,1321
SFO,OKC,1321
YYZ,BDL,1321
DEN,MSY,1322
CLT,DTW,1322
LAX,BJX,1322
BWI,AUS,1323
MYR,DCA,1323
PGD,DAY,1324
MCO,TYS,1324
ORD,CMX,1324
TPA,YHZ,1324
LEX,DTW,1325
DFW,TRC,1326
ROC,IAD,1327
LGA,OMA,1327
BNA,MSP,1327
EWR,JAX,1327
SUN,SEA,1328
STL,MSP,1328
EWR,YOW,1330
PDX,STS,1330
JFK,BOM,1330
ROA,PHL,1330
OAK,AZA,1332
TOL,PIE,1332
SJC,LAS,1332
SMF,KOA,1332
IAD,SAL,1333
DAL,SAN,1334
LGA,DFW,1334
YYZ,ORD,1334
CLT,AGS,1334
IND,SAN,1334
MTY,SAT,1335
AZA,MCI,1335
ORD,JAX,1335
MSN,SLC,1335
PVR,SAN,1336
MCO,SAT,1337
GDL,CLT,1337
YYZ,TPA,1338
CHS,EWR,1338
AUS,SLC,1339
DTW,SAT,1339
PHL,ORH,1339
MIA,HOU,1340
SAV,ORD,1341
ABQ,IAH,1341
LGA,MIA,1341
DEN,OMA,1341
IND,BOS,1342
IAH,CLT,1342
MSP,HIB,1342
IAH,ABQ,1343
HRL,DEN,1343
YEG,SFO,1343
DEN,SAT,1344
LAX,XNA,1344
CVG,SRQ,1345
SAN,RDU,1345
BIS,SFB,1346
DFW,DRT,1347
SAN,STL,1347
MCI,SAN,1348
TYS,IAD,1348
MCO,OKC,1348
TYS,CLT,1348
JFK,MTY,1348
LAS,GRR,1349
SFO,XNA,1349
GUA,LAX,1349
OMA,LAS,1350
EWR,MSP,1350
MCI,AZA,1351
SNA,SEA,1352
SMF,PDX,1352
OMA,LGA,1352
AUS,DTW,1354
HSV,IAH,1354
JFK,DUS,1355
AGU,LAX,1356
FSD,PIE,1356
ORD,OMA,1357
PVD,DTW,1357
SIT,JNU,1357
SCK,AZA,1358
PEK,LAS,1359
PDX,SMF,1359
BOS,YHZ,1359
SMF,SLC,1359
MCO,CMH,1360
SNA,PVR,1360
MCO,FLL,1360
IAD,TYS,1361
IAH,ORF,1362
CNF,MCO,1362
LIH,OAK,1362
ORD,SAV,1363
LAS,OMA,1363
MSO,SLC,1363
OGS,SFB,1364
EWN,CLT,1364
DFW,MLM,1364
MIA,BON,1364
SYR,EWR,1365
PHL,SRQ,1365
DTW,LEX,1365
JAX,JFK,1365
LEX,DTW,1365
HSV,ORD,1366
ORD,BUF,1366
FSD,SFB,1367
DTW,ESC,1367
FLL,PTP,1367
ICT,DEN,1368
OKC,MCO,1368
PDX,BIL,1369
BNA,ORD,1370
CVG,PHL,1371
CLT,YYZ,1371
HSV,MCO,1372
MSP,DFW,1372
DAY,PGD,1373
EWR,MKE,1373
ANU,JFK,1373
TYS,DFW,1373
ORD,SAV,1374
MSP,MZT,1374
PPT,LAX,1374
ART,PHL,1375
ORD,BOG,1375
RDU,BDL,1375
JFK,SAT,1375
BOS,IND,1377
OGG,OAK,1377
FAY,CLT,1378
SAT,MCO,1379
MCO,EYW,1379
PDX,DAL,1380
MSN,PHX,1380
FOR,MCO,1380
MLI,AZA,1381
SFO,SEA,1381
JFK,BNA,1381
STX,SJU,1381
SAT,MTY,1381
PHL,ART,1382
PHL,PVD,1382
PVD,PGD,1383
ELP,LAX,1383
CLT,DEN,1384
EWR,MHT,1384
MSP,STL,1385
SFB,FSD,1386
DFW,GRI,1386
DTW,CLT,1386
RDU,LGA,1386
MLI,PGD,1387
PIT,SFB,1387
ORD,GRR,1387
DEN,MAF,1388
DTW,RIC,1388
BOS,RDU,1388
ORD,EAU,1388
AMA,DEN,1388
JAX,BWI,1389
BOS,RIC,1389
SYR,DCA,1389
CMH,MCO,1389
IAH,HSV,1389
DTW,OMA,1390
FAR,DEN,1390
ORD,DFW,1390
IFP,MSP,1390
MEM,ORD,1390
JAX,ORD,1391
SAT,EWR,1392
EWR,AVL,1392
ICT,IAH,1392
ASE,ATL,1393
BIL,SLC,1393
CLT,OKC,1393
DTW,PVD,1393
BRD,MSP,1394
SAN,AUS,1394
IAD,ORD,1394
YWG,PSP,1395
CAK,ORD,1395
CLT,IAH,1395
MHT,DTW,1395
ZCL,MDW,1396
SAN,CLE,1396
PHL,DTW,1396
DSM,SLC,1397
PNS,DCA,1397
DCA,PVD,1397
SLC,MSO,1398
YOW,EWR,1400
SXM,FLL,1400
ORD,LGA,1400
YUL,DFW,1400
CLT,SDF,1401
HDN,ORD,1401
LAX,ELP,1401
MIA,CCS,1401
PGD,ATW,1402
DFW,BIL,1402
FNT,ORD,1402
TYS,ORD,1402
OMA,DEN,1402
PHX,STS,1403
CAK,ORD,1404
STL,SAN,1405
LGA,CVG,1406
PVD,DCA,1406
IAH,CRP,1408
JFK,IND,1408
XNA,LAX,1408
SFB,CKB,1409
ORD,DAY,1409
GDL,DFW,1409
SFB,TOL,1410
DAL,PDX,1410
CHS,ORD,1410
SEA,SBP,1410
MSP,PSC,1410
DTW,GRR,1410
IAD,FAY,1411
CID,PIE,1412
CLT,TYS,1412
CMX,ORD,1412
DFW,LRD,1412
ORD,AZO,1412
JAX,ORD,1412
JAN,MCO,1413
RSW,PHL,1414
MIA,OMA,1414
FAR,SFB,1415
SLC,MSN,1415
XNA,SFO,1415
CVG,LGA,1416
MCO,HSV,1417
AVL,EWR,1418
SEA,SUN,1418
MKE,EWR,1419
YOW,ORD,1419
CMH,MSP,1419
ORD,EVV,1420
RSW,ALB,1421
PHX,RDM,1421
SAN,MCI,1421
ORD,STL,1421
ELP,ORD,1421
FLL,KIN,1422
ABQ,MCO,1422
GRR,DTW,1422
MCO,FOR,1422
BLD,BLD,1424
SFB,SGF,1425
DCA,MEM,1425
IAH,ATL,1425
ORD,MEM,1427
JAX,IAH,1428
DFW,ILM,1428
FSD,ORD,1429
LGA,DFW,1429
ATL,GGT,1429
KIN,FLL,1430
ORD,HDN,1430
SGF,SFB,1431
MRY,SAN,1431
MCO,MEX,1431
MCO,STT,1432
DEN,SMF,1432
LAS,SLC,1432
LGA,PWM,1433
MFR,SFO,1433
ALB,RSW,1433
PHX,OKC,1433
ZRH,PHL,1433
BDL,MSP,1434
