Source,Target,Weight
LAX,MCI,5561
SEA,MIA,5564
SEA,ICN,5567
ATL,GCM,5567
OGG,DEN,5567
CLT,MDT,5568
AUS,ELP,5569
DFW,BOS,5571
ZRH,EWR,5572
ORD,PHX,5573
ORD,PEK,5573
IAH,TUL,5574
LGA,PIT,5574
FLL,JAX,5575
IND,CLT,5575
JFK,ATL,5577
PHL,MSY,5578
ORD,BDL,5580
LAS,STL,5580
FLL,HPN,5583
ANC,JNU,5585
MNL,HNL,5585
DFW,ABI,5586
LAX,DAL,5586
MSP,IAH,5586
DXB,MCO,5586
ACY,PBI,5587
ATL,BOS,5588
KOA,LAX,5589
LAX,LAS,5591
OGG,PDX,5593
BNA,IAH,5593
EWR,ZRH,5594
TUS,ORD,5594
DAL,SFO,5594
PVR,SFO,5596
MEX,LAX,5596
BUR,PHX,5596
BTR,ATL,5597
HNL,OAK,5597
AUS,DTW,5598
KIX,LAX,5599
LAX,TUS,5599
LAX,CUN,5600
EWR,HNL,5601
CVG,PHL,5602
FLL,SJO,5602
IAD,NRT,5604
SCL,LAX,5617
AGS,CLT,5618
CLT,TYS,5618
CLT,IND,5619
LAS,LAX,5619
SFO,HND,5621
WAW,JFK,5621
ORD,SAT,5622
PSP,ORD,5622
ORD,NRT,5625
MCO,DTW,5626
DCA,YYZ,5627
FLL,NAS,5630
PBI,BDL,5631
LAX,PDX,5632
PDX,LAX,5632
MSN,MSP,5633
PHL,SFO,5636
EWR,YVR,5637
ORD,PHX,5638
DFW,CAE,5638
IAH,DFW,5639
IAD,ATL,5639
STL,SAT,5640
ROC,JFK,5642
BNA,SFO,5643
CLE,PHX,5644
IAD,ZRH,5645
BDL,PHL,5645
LAX,BOI,5647
PDX,HNL,5647
CID,DFW,5648
AUS,STL,5648
MSP,LAX,5650
MDW,ALB,5651
PUJ,PHL,5653
GEG,PHX,5654
IAD,LAX,5654
DFW,FRA,5655
DEN,MIA,5656
PDX,YVR,5660
OGG,YYC,5664
HNL,ICN,5665
IAH,DCA,5665
DTW,ELM,5668
BRU,JFK,5668
JFK,CUN,5671
STI,EWR,5674
IAD,GRU,5676
SBP,PHX,5679
PHL,RSW,5680
MSP,PHL,5684
YUL,MIA,5684
MUC,IAD,5684
LAS,MEX,5685
ONT,TPE,5687
ABI,DFW,5688
JAX,BOS,5691
HNL,SJC,5692
BOS,LGB,5692
BNA,MKE,5693
SEA,YYJ,5694
SFO,FLL,5699
BOG,FLL,5700
DCA,DEN,5704
JFK,BUF,5705
IAH,CVG,5706
RSW,MKE,5706
YVR,MSP,5707
BOS,BNA,5707
FLL,CLE,5709
PHL,LHR,5712
PAP,FLL,5713
RSW,DEN,5717
MDW,BDL,5717
DFW,CID,5720
RSW,PHL,5720
DEN,CMH,5721
BNA,JAX,5723
FLL,BOG,5723
ATL,CHA,5724
GUM,NGO,5727
TYS,CLT,5727
SJC,SEA,5729
TUS,SEA,5731
CVG,MCO,5732
SEA,SJD,5735
FLL,HAV,5736
OGG,ORD,5737
MOT,MSP,5737
HNL,AKL,5738
OAK,RNO,5739
PHX,ABQ,5740
MSP,MSN,5740
ORD,GDL,5741
GIG,MCO,5743
SAT,SAN,5744
LAS,OKC,5745
JFK,GRU,5745
PBI,ACY,5746
CUN,ORD,5746
DEN,CID,5749
CLE,LAS,5749
MCO,DXB,5749
CLT,IND,5751
PHL,MBJ,5751
SFO,ICN,5752
JFK,CHS,5753
MNL,JFK,5754
MIA,BLA,5756
SEA,IAH,5757
PHX,MCI,5757
ORD,DCA,5757
RNO,PHX,5758
DTW,BOS,5758
KEF,BOS,5765
DEN,IAH,5766
ELP,LAS,5767
IAD,AUH,5767
ORD,HKG,5769
LAX,SJO,5770
DTW,JAX,5772
CLT,VPS,5773
ABQ,PHX,5774
DFW,DAY,5774
BWI,BOS,5778
ALB,PHL,5779
RNO,OAK,5780
SAT,BNA,5781
SAT,MDW,5781
IAD,NRT,5784
DSM,ORD,5785
AVP,CLT,5785
CHA,ATL,5787
MVD,MIA,5788
HND,ORD,5789
LGA,CMH,5790
MSO,DEN,5791
GYE,JFK,5792
SDQ,FLL,5792
FRA,CLT,5794
NRT,SAN,5795
ORD,DEN,5796
ATL,GIG,5798
KOA,PHX,5800
BIL,DEN,5800
ELM,DTW,5802
DTW,MKE,5802
JFK,KWI,5802
LAS,CLE,5803
YYZ,DFW,5804
JFK,ROC,5805
CLE,TPA,5807
BOS,SFO,5810
LHR,ATL,5815
BOS,YYZ,5816
SJU,IAD,5816
ZRH,ORD,5817
MDW,BUF,5818
FLL,SAP,5819
SAT,STL,5819
ORD,BZN,5822
BNA,CMH,5822
SJC,DAL,5831
LGB,BOS,5831
TPA,BUF,5832
IAH,SEA,5834
CMH,BNA,5838
NRT,IAD,5841
SMF,SEA,5842
ATL,AUA,5842
STL,CMH,5845
CLT,MCO,5845
PTY,BOS,5849
PIT,BNA,5851
YYZ,IAH,5851
CLT,AGS,5852
DUB,JFK,5852
FCO,PHL,5854
BNA,SAT,5854
ORD,TPE,5855
JFK,DUB,5858
MIA,YUL,5858
JAX,DTW,5859
JFK,HEL,5860
CHS,JFK,5861
IAD,YYZ,5863
ATL,CHA,5866
SEA,YKM,5866
DAL,OAK,5868
MSP,IND,5870
FLL,SFO,5872
SEA,PUW,5874
PVR,SEA,5876
DEN,ORD,5876
RSW,ATL,5877
ICN,SEA,5877
CLT,FAY,5878
OAK,DAL,5879
STL,AUS,5880
LAX,ABQ,5881
ABQ,LAX,5882
MSP,MOT,5882
MCO,ATL,5883
ATL,LGA,5885
STL,LAX,5885
LAX,PDX,5886
PIT,ATL,5886
FRA,DTW,5886
PDX,RDM,5890
MSP,RDU,5891
PVR,ORD,5891
AUS,LAX,5893
BNA,LAX,5895
JFK,GYE,5897
NRT,HNL,5905
PHX,SBP,5906
HOU,BHM,5910
RSW,CLE,5911
MSY,STL,5915
SEA,DEN,5918
CLT,PLS,5918
SJO,LAX,5920
LIM,IAH,5920
RIC,FLL,5921
LAS,ELP,5922
BOS,DFW,5922
BOS,DEN,5923
MSP,YVR,5925
SWF,DUB,5928
FLL,ISP,5929
ATL,RSW,5930
ALB,MDW,5930
DAL,SJC,5931
SCL,ATL,5932
SKB,MIA,5938
SEA,YVR,5940
PSP,SFO,5941
CLT,PWM,5949
PWM,PHL,5949
IAH,GRU,5952
PHX,KOA,5952
DAL,BHM,5952
FLL,LAX,5954
MCI,SLC,5954
DAL,LAX,5957
SYD,LAX,5958
BDL,SJU,5959
SLC,SJC,5959
SAN,LHR,5960
EWR,HKG,5964
CLE,BOS,5968
DCA,MSY,5969
JFK,MNL,5972
CUN,FLL,5973
NRT,ORD,5977
MEX,LAS,5977
CUN,LAX,5978
TPA,SEA,5978
IAH,AMS,5981
NRT,HNL,5981
AUS,LHR,5982
YVR,EWR,5982
NRT,ORD,5983
BDL,MCO,5983
PHL,RIC,5987
GIG,IAH,5988
EWR,PVG,5990
MCO,CVG,5991
DFW,YYZ,5992
IAD,MUC,5997
CVG,MSP,5999
EWR,CLE,6003
SFO,RDU,6003
EWR,PEK,6004
MDW,MSP,6005
AUA,ATL,6009
CHS,DFW,6011
PHX,ATL,6011
MSP,CDG,6011
YYZ,DCA,6011
SFO,DAL,6011
PHX,PIT,6016
JAX,FLL,6016
CUN,JFK,6017
AUS,BWI,6017
GRU,IAD,6021
MCO,PHX,6023
SLC,IDA,6026
AUS,JFK,6027
PHX,CLE,6031
MSP,FSD,6034
MUC,DEN,6036
MSP,EWR,6037
ASE,ORD,6043
BOS,JAX,6043
JFK,BTV,6043
HNL,NRT,6044
LGA,CVG,6046
AUS,MSY,6048
ATL,STT,6050
STL,LAS,6051
LAX,SJD,6054
MBJ,JFK,6055
NRT,DEN,6055
PEK,IAD,6057
SYD,HNL,6057
JFK,DTW,6059
DFW,JAN,6060
TUL,IAH,6061
IAD,AMS,6067
HNL,MSP,6070
CLT,RIC,6072
EWR,TLV,6075
LAX,STL,6081
CLE,MCO,6082
PHX,OKC,6083
FRA,DFW,6084
CLT,GNV,6085
EWR,DEN,6086
LGA,ATL,6086
PIT,ORD,6088
OKC,ORD,6089
SFO,TLV,6090
PVG,ORD,6092
DFW,GDL,6096
SJD,LAX,6099
DCA,MSY,6101
BDL,MDW,6103
ORD,OKC,6103
FLL,RIC,6104
MKE,DTW,6105
ATL,PHL,6110
RNO,SLC,6111
OMA,PHX,6114
DEN,YYZ,6116
JFK,AUS,6116
DFW,MAD,6116
SAP,FLL,6116
DEN,GEG,6116
SMF,SLC,6117
MIA,MAD,6117
EWR,ATL,6118
SLC,MCI,6119
LAX,ABQ,6120
SYD,SFO,6121
MHT,MDW,6121
IAD,CUN,6122
ORD,DSM,6124
SJC,SNA,6124
JFK,KBP,6124
EWR,FRA,6125
ORD,CLE,6125
MSY,DCA,6127
MCO,GRU,6127
TUL,DEN,6129
GNV,CLT,6129
DFW,MEX,6130
ATL,YYZ,6130
SFO,NRT,6131
RSW,YYZ,6134
DEN,DCA,6139
CVG,BWI,6140
HND,SFO,6140
PHX,OMA,6141
SFO,AUS,6141
DEN,SEA,6144
CLT,GCM,6145
GRR,DTW,6145
CVG,LGA,6147
MEL,LAX,6148
IAH,ATL,6153
FLL,LAS,6155
HNL,NRT,6158
SGF,ATL,6159
ORD,PIT,6159
SAN,SAT,6159
BOS,DTW,6163
GIG,ATL,6167
LAS,ICN,6168
BCN,JFK,6169
FLL,EWR,6169
DFW,ELP,6171
ORD,MCO,6173
CLE,ORD,6174
IAH,MFE,6174
MSN,DEN,6177
MCO,CLT,6177
EWR,FLL,6179
PHX,LIH,6180
OAK,LGB,6180
OKC,LAS,6182
HND,JFK,6182
HNL,NRT,6184
PHL,CMH,6185
RSW,MKE,6186
GDL,FAT,6189
BQN,JFK,6190
IND,PHL,6195
MIA,ANU,6195
EWR,MSP,6200
MIA,LIM,6204
IAH,QRO,6204
RDU,MSP,6205
ATL,LEX,6207
YUM,PHX,6208
PHL,TPA,6208
DAY,DFW,6210
EWR,BRU,6211
HNL,NRT,6211
PHX,HNL,6212
DTW,LHR,6213
BNA,BOS,6214
HPN,FLL,6216
MIA,DEN,6216
MUC,EWR,6217
MCO,BDL,6218
HND,LAX,6219
PVG,HNL,6221
BHM,MCO,6222
WAW,ORD,6225
ORD,SLC,6226
MIA,FCO,6227
BOI,OAK,6228
ATL,AGS,6230
GRU,JFK,6232
DTW,JFK,6232
PHL,PWM,6233
JFK,AMS,6236
CMH,DEN,6236
ATL,FLL,6237
DSM,MSP,6239
CHA,ATL,6239
CLE,CLT,6240
MEM,DAL,6240
DEN,NRT,6240
FRA,IAH,6241
GRU,IAH,6241
ATL,EZE,6241
SFO,PHL,6243
GFK,MSP,6243
AUS,SFO,6244
CDG,JFK,6247
CDG,EWR,6248
BOS,YUL,6250
YKM,SEA,6252
PHX,BWI,6252
DEN,CVG,6253
CLE,RSW,6255
ORF,PHL,6256
PHX,ELP,6256
TPA,PHL,6257
DTW,AUS,6260
BWI,PHX,6261
GPT,ATL,6262
RDU,SFO,6262
MKE,ATL,6263
HNL,EWR,6265
ORD,IAH,6265
LEX,ATL,6267
ABQ,LAX,6267
SNA,SEA,6269
BWI,CVG,6271
ISP,PBI,6274
YYZ,DEN,6274
LAX,AUS,6278
SEA,SJC,6280
TPA,SJU,6280
DEN,BOS,6280
CLT,CAE,6285
PEK,DFW,6286
NRT,ORD,6286
ICN,SEA,6287
SYD,IAH,6289
PHX,OGG,6291
SFO,MDW,6291
SEA,SNA,6292
SEA,MSO,6292
SAT,MEX,6295
MSP,BWI,6299
LGA,ORD,6300
YYZ,IAH,6303
ICN,ORD,6303
SFO,BOS,6305
LGA,IND,6305
HND,SFO,6308
MBJ,EWR,6308
ATL,DEN,6311
LAX,RNO,6311
LAX,NRT,6313
IAH,PHL,6319
CLT,SYR,6319
MSP,GFK,6320
FLL,MEX,6322
LAX,GUA,6324
MDW,SAT,6325
DEN,BOS,6325
SDF,BWI,6326
IAD,BRU,6326
PEK,IAH,6329
FRA,BOS,6333
IND,BWI,6334
DFW,SHV,6338
DFW,PVG,6338
BCN,EWR,6339
JFK,BQN,6339
SLC,GEG,6340
MEX,SAT,6340
PHL,SJU,6342
IAD,CLT,6343
HNL,HND,6346
EWR,CDG,6347
FLL,BUF,6347
SFO,OGG,6347
CVG,ORD,6347
DFW,EZE,6348
MAD,ORD,6350
DUB,SFO,6351
NRT,HNL,6352
JFK,NAS,6353
SDQ,ATL,6355
EWR,PTY,6356
BWI,SAT,6360
RIC,BOS,6360
ATL,GPT,6360
BTR,IAH,6363
SJC,SAN,6365
LGW,LAS,6365
EWR,NAS,6365
DCA,TPA,6366
CDG,MSP,6367
BHM,DAL,6369
SCL,IAH,6370
SEA,TUS,6370
GRR,MSP,6371
HOU,DFW,6373
LAX,BOG,6373
LHR,PHL,6374
DUB,SWF,6377
ATL,SFO,6378
LAS,GEG,6380
LAX,NRT,6380
PIT,PHX,6384
ELP,PHX,6385
ATL,SGF,6386
IAH,GDL,6386
MSP,AUS,6389
PSP,DEN,6391
BWI,DTW,6391
SJU,TPA,6393
IND,ORD,6394
PBI,ISP,6396
CAE,CLT,6396
BOS,RIC,6396
SLC,ORD,6399
RIC,MCO,6399
IDA,SLC,6401
GRU,MCO,6403
NRT,JFK,6403
BOS,SDQ,6404
MSP,FAR,6405
CVG,DEN,6406
IAH,AMS,6406
SFO,PSP,6406
BDL,PBI,6408
IAH,BTR,6408
CUN,LAX,6412
EWR,STL,6414
EWR,FCO,6415
YYZ,RSW,6415
LAX,DOH,6418
BOS,LAX,6419
ORD,PSP,6420
ANU,MIA,6420
DFW,MKE,6422
RDU,ORD,6422
DFW,RIC,6426
SPN,ICN,6428
ICN,SEA,6430
OKC,PHX,6430
LAS,BLI,6430
TPE,ORD,6430
DEN,EWR,6430
BLI,LAS,6433
LAX,NRT,6437
SJU,PHL,6444
SAT,BWI,6449
GEG,LAS,6452
MAD,DFW,6453
LAS,FLL,6454
PDX,LAS,6454
MKE,ORD,6455
ICN,HNL,6456
NRT,HNL,6456
STL,EWR,6456
MSP,DSM,6457
CRP,HOU,6457
CLT,IAD,6457
SFO,DEN,6459
JFK,AUS,6461
ATL,BTR,6461
SFO,LGB,6461
MOB,ATL,6464
BWI,MCI,6473
PLS,CLT,6473
SEA,FRA,6474
DEN,PDX,6476
BOS,SEA,6480
ATL,MCO,6482
STL,CLT,6482
MXP,JFK,6482
SEA,BOS,6485
RDM,PDX,6486
SDQ,FLL,6486
IAH,MEX,6486
GDL,ORD,6489
JFK,MXP,6492
MDT,CLT,6495
SFO,SNA,6497
MSY,DCA,6500
IAH,DOH,6503
BZN,ORD,6506
SJU,MCO,6508
JAX,BNA,6509
SNA,SJC,6511
ATL,AVL,6511
BWI,ORD,6513
CLT,MSP,6515
PDX,EWR,6515
JFK,GIG,6517
LAX,HND,6520
HSV,DFW,6521
ORD,MEX,6521
RDU,ATL,6523
BZE,MIA,6525
SFO,ATL,6526
ORD,CVG,6529
LAX,IAD,6530
DEN,TUL,6531
EWR,MUC,6531
LAX,SVO,6533
HEL,JFK,6535
GCM,ATL,6541
MIA,EZE,6541
IAH,EZE,6542
YYZ,PBI,6544
LAX,ASE,6545
BUF,MDW,6546
CLT,STL,6549
AUH,IAD,6551
MEX,MIA,6552
ORD,HKG,6554
JFK,MSY,6556
BOS,CLE,6563
FSD,MSP,6564
STT,ATL,6565
SBA,PHX,6566
YEG,PHX,6567
ATL,PHX,6571
PHL,CVG,6572
BUR,JFK,6572
SYD,HNL,6574
DTW,MSY,6582
MEX,MCO,6583
IAH,NRT,6585
ORF,DFW,6589
MSY,JFK,6591
BDL,FLL,6592
OAK,SLC,6593
MSP,MDW,6595
RSW,BOS,6596
DEN,BOI,6597
PNS,DFW,6599
TPA,PHL,6599
HNL,KIX,6600
UIO,JFK,6601
ORD,SMF,6603
SEA,MDW,6603
LHR,AUS,6604
DCA,PVD,6606
DFW,HSV,6610
STL,MSP,6610
PHX,YUM,6610
LAX,PVG,6611
OGG,PHX,6617
AMS,JFK,6617
MSP,HNL,6618
EWR,PDX,6619
GSP,DFW,6622
MEX,MCO,6624
MCO,RIC,6625
AGS,ATL,6627
RDU,TPA,6633
SJD,SEA,6637
ISP,FLL,6638
PEK,IAD,6639
LAX,DEN,6640
FAR,MSP,6642
MCO,ORD,6643
DFW,DEN,6644
PHX,IND,6646
DAL,OKC,6648
PHX,MCO,6648
EZE,EWR,6648
MCI,DTW,6649
MFR,PDX,6650
ORD,BWI,6652
MCO,MEX,6656
MSY,DTW,6657
OKC,IAH,6659
MEX,DFW,6664
IAH,MSP,6665
IAH,NRT,6669
MUC,BOS,6670
MSY,AUS,6672
DFW,BDL,6672
HOU,CRP,6674
YUL,BOS,6674
MFE,IAH,6675
LIM,ATL,6680
TPA,BOS,6680
IAH,ORD,6686
LAX,DFW,6686
BUF,TPA,6687
NRT,LAX,6693
SJU,BDL,6695
GUA,LAX,6696
FLL,BQN,6697
BOS,MUC,6698
JFK,LIM,6699
JNB,JFK,6704
NAN,LAX,6704
TPA,EWR,6706
PDX,MFR,6712
LAX,MUC,6715
LHR,SAN,6716
RDU,MCO,6716
BNA,CLE,6720
GEG,MSP,6721
HND,HNL,6722
STL,PHX,6725
DTW,CDG,6725
AUS,SEA,6726
FRA,SEA,6728
FLL,IND,6728
STL,ORD,6729
CHO,CLT,6729
FRA,MIA,6730
OMA,STL,6732
BWI,AUS,6736
JFK,LIS,6736
ATL,GSP,6740
YYZ,ATL,6742
SMF,ORD,6742
NRT,IAH,6743
CVG,DFW,6744
MCO,BHM,6745
FLL,JAX,6745
ORD,GRR,6748
ELP,DFW,6753
ORD,SJU,6754
DFW,PNS,6755
LAS,BOI,6756
PHL,ORF,6765
DEN,OKC,6767
SFO,SLC,6768
ORD,MEX,6769
DFW,GSP,6771
MCO,MEX,6777
MSP,ATL,6779
JAN,DFW,6780
ORD,ICN,6780
DEN,PSP,6782
LGB,OAK,6786
FLL,PVD,6787
MKE,DFW,6787
NRT,LAX,6787
MSY,FLL,6787
BDL,DFW,6787
TPE,ONT,6787
IAH,FRA,6787
PHL,ATL,6792
NAS,FLL,6796
SYD,LAX,6796
LHR,DTW,6797
SAN,MCI,6798
MIA,SAP,6800
DFW,ICT,6801
BOG,LAX,6802
SEA,RNO,6804
LIM,LAX,6806
MCO,MHT,6806
ORD,JFK,6807
BOS,DEN,6810
BTV,JFK,6811
ICN,SPN,6813
ORD,GRU,6813
ROA,CLT,6816
IAH,BJX,6820
JAC,DEN,6821
ATL,MOB,6821
MUC,ORD,6823
DEN,LAX,6824
TLV,EWR,6828
KBP,JFK,6828
MIA,FRA,6834
LIH,PHX,6834
MAD,MIA,6835
EUG,SEA,6835
BCN,MIA,6835
LAX,IAH,6836
ORD,SEA,6837
MDW,GRR,6838
SFO,PEK,6838
LAX,MEL,6838
MIA,MEX,6841
DCA,FLL,6841
SJU,PTY,6841
SDF,CLT,6841
LGA,MYR,6842
ICT,DFW,6843
PVD,DCA,6843
KIX,HNL,6844
SFO,SEA,6846
SVO,LAX,6851
STL,LGA,6851
BOS,TPA,6853
CLT,SRQ,6853
TUS,LAX,6854
MYR,LGA,6860
TPA,BDL,6860
DTW,BWI,6860
LAX,HND,6861
SLC,RNO,6863
STL,OMA,6867
STL,BNA,6867
ICN,LAS,6867
JFK,MBJ,6869
GEG,DEN,6869
SJD,LAX,6870
OAK,PHX,6871
DEN,ONT,6871
MKE,RSW,6871
SNA,SFO,6873
MXP,JFK,6874
AVL,ATL,6875
SEA,EWR,6876
BWI,SDF,6881
BQN,FLL,6882
SYD,LAX,6883
MCO,SJU,6884
TLV,SFO,6884
ATL,PVG,6885
PHL,TPA,6890
HNL,SYD,6895
SEA,SFO,6897
LAX,OGG,6898
SEA,EUG,6901
ICT,DFW,6901
LAX,BOS,6902
GCM,CLT,6903
BWI,IND,6906
MCO,RDU,6908
SAN,YVR,6909
NRT,LAX,6912
LAX,YYC,6912
LAX,PPT,6914
BOS,CDG,6916
MSP,STL,6917
BOS,RSW,6921
DFW,ICT,6922
TPA,PIT,6922
NRT,SFO,6924
JFK,MXP,6925
FLL,MSY,6926
SAN,SJC,6934
BNE,LAX,6935
DFW,ORF,6936
SEA,ORD,6939
LAX,IAD,6945
EZE,ATL,6945
DEN,SFO,6946
SFO,LAX,6946
ORD,PBI,6946
JFK,LGB,6947
CLT,CAK,6947
PPT,LAX,6949
ORD,TUS,6949
MEX,ORD,6951
MEX,FLL,6953
JFK,HNL,6955
YYZ,BOS,6956
RDU,EWR,6956
EWR,TPA,6956
PNS,CLT,6962
SYD,HNL,6966
NRT,IAD,6968
CHA,CLT,6970
IAD,EWR,6973
STL,PHL,6973
PTY,EWR,6974
LIM,MIA,6975
IAH,YYZ,6979
SFO,YVR,6981
GRR,ORD,6982
MCO,PVD,6987
FLL,NAS,6988
MSP,MCI,6989
IND,FLL,6989
HAV,MIA,6991
HNL,SYD,6992
PHL,IND,6994
BUF,FLL,6994
RSW,CMH,6995
BRU,IAD,6995
MEX,ORD,6995
HOU,CUN,6997
SEA,AUS,6997
MAD,MIA,7000
FLL,BDL,7001
PBI,ORD,7003
CLT,BWI,7003
MSP,GEG,7004
LAX,OAK,7006
PHL,STL,7009
ADD,IAD,7009
LAS,TPA,7013
POP,MIA,7014
STL,CLT,7017
HNL,NRT,7023
PHX,BOI,7025
IAH,OKC,7028
DOH,MIA,7028
BNA,STL,7028
SFO,SYD,7030
DFW,CVG,7031
PHX,STL,7031
MCO,CLE,7031
BOS,MSP,7031
UVF,MIA,7032
EWR,NRT,7034
BOS,BNA,7034
MCI,SAN,7036
RNO,LAX,7038
MDW,SEA,7041
FLL,MCO,7045
SAL,JFK,7048
BOI,LAS,7050
PHL,BDL,7051
EZE,JFK,7053
PHL,FLL,7055
FCO,MIA,7055
DEN,DTW,7056
LGW,MCO,7057
GSP,ATL,7058
FLL,SEA,7059
FLL,BDL,7059
ORD,RDU,7060
MBJ,PHL,7060
MEL,LAX,7067
JFK,ORD,7070
SLC,IAH,7070
IAD,DOH,7075
RNO,SEA,7076
NRT,LAX,7078
ATL,AGS,7078
SFO,SAL,7080
YYC,IAH,7083
LAX,SFO,7083
SEA,FLL,7085
IAD,ICN,7085
STL,DTW,7087
SHV,DFW,7088
EWR,BOS,7091
SLC,SMF,7092
ORD,AUS,7092
DFW,LAX,7094
MSO,SEA,7096
IAH,PVR,7096
LIS,MIA,7097
IAH,YYC,7099
FCO,EWR,7099
BOS,AMS,7102
DTW,LAX,7103
JFK,LAS,7104
PVD,MCO,7108
DEN,SLC,7109
LAX,YUL,7112
MSP,CVG,7115
LIS,JFK,7116
LAX,HND,7117
DTW,ATL,7119
GEG,DEN,7121
SJU,TPA,7124
MSY,FLL,7129
SFO,BOI,7129
LAS,YVR,7134
CAE,ATL,7134
PHX,ATL,7134
ATL,MDT,7136
BRU,EWR,7136
CDG,MIA,7139
SAN,BOS,7140
DEN,LHR,7143
DFW,MTY,7143
PHL,IAH,7145
PIT,TPA,7147
IAD,LAX,7147
DTW,DEN,7150
ATL,CAE,7152
BUR,DEN,7153
LAX,DTW,7154
CLT,CHA,7155
JFK,PUJ,7156
YVR,PDX,7156
AGS,ATL,7158
OGG,SFO,7158
LAS,OMA,7160
SEA,LAX,7161
DFW,HOU,7163
DEN,BUR,7164
AKL,LAX,7164
SFO,CDG,7165
YUL,LAX,7167
IND,PHX,7169
LAS,JFK,7171
FLL,AVL,7171
SBA,SFO,7171
LAX,BOS,7172
BTR,DFW,7172
YVR,LAS,7172
LAS,YVR,7173
SLC,SFO,7174
CUN,SFO,7175
ATL,AUS,7176
IAH,LAX,7177
CMH,BWI,7177
TPA,DCA,7177
YVR,LAS,7179
YYZ,CLT,7180
DCA,BNA,7184
MEX,IAH,7185
IAH,SYD,7186
BZN,DEN,7187
LGB,SFO,7189
NAS,EWR,7195
CLT,EWR,7199
MSP,IAH,7203
DTW,EWR,7203
DCA,SEA,7204
ORD,RSW,7204
CLE,BWI,7206
MIA,BCN,7213
NRT,HNL,7214
SEA,MCI,7215
CLT,STL,7219
CLT,CLE,7227
YVR,SEA,7228
JFK,SEA,7230
IAH,SJD,7231
MIA,CDG,7231
LAX,SYD,7233
MUC,LAX,7235
CLT,CHO,7235
YUL,LAS,7237
LGA,STL,7237
JNB,ATL,7238
NRT,IAH,7239
CMH,LAS,7239
OAJ,CLT,7239
ATL,DTW,7240
BWI,MSP,7244
LAX,FAT,7244
AMS,IAD,7244
LAX,CDG,7248
GIG,JFK,7251
EWR,RSW,7252
HNL,NRT,7252
DFW,SCL,7254
AMS,SEA,7255
SFO,DEL,7260
SFO,SBA,7261
CLT,PNS,7262
DFW,EGE,7266
IAD,ADD,7267
ATL,JNB,7268
DTW,PEK,7270
PHL,CUN,7275
MIA,MDE,7275
SMF,HNL,7281
EWR,DEL,7286
PHX,SBA,7288
IAD,CDG,7289
YUL,MCO,7291
JFK,SCL,7294
ATL,ELP,7296
ATL,BWI,7301
HND,MSP,7304
SFO,LAX,7307
NAS,JFK,7310
LAX,MEL,7311
MSY,JFK,7313
PIT,BWI,7318
ORD,EWR,7321
SEA,AMS,7322
PBI,YYZ,7322
SAP,MIA,7324
DTW,NRT,7331
MDW,MSY,7332
IND,TPA,7334
MSP,BOS,7336
BNA,PHL,7344
TPA,IND,7345
RSW,EWR,7349
CDG,DTW,7349
OMA,LAS,7350
BWI,CLT,7352
CDG,BOS,7352
TUS,DEN,7352
BOI,PHX,7355
YVR,SAN,7356
ATL,PHX,7357
DEN,PIT,7359
PBI,ISP,7359
LAS,CMH,7362
DEN,CLE,7362
YVR,SEA,7367
BWI,CUN,7371
AMS,BOS,7377
JFK,BUR,7377
HNL,PHX,7378
SLC,JFK,7380
IAH,RSW,7382
PHL,DOH,7382
GRK,DFW,7386
LAX,AKL,7390
MSP,CLT,7399
MCO,CLE,7405
PVG,ATL,7407
BOS,EWR,7407
HNL,JFK,7407
SFO,AMS,7407
DEN,TPA,7408
MCO,YUL,7408
SEA,DCA,7409
CUN,HOU,7410
LAX,GDL,7411
TPA,CMH,7412
SJU,ORD,7413
CLT,ROA,7414
SFO,NRT,7418
GRU,ORD,7418
BOS,LGW,7420
DOH,LAX,7422
MIA,EYW,7424
CLE,MCO,7425
CMH,RSW,7425
GDL,LAX,7426
MDW,RDU,7427
JFK,JNB,7428
BOS,HKG,7431
PVD,FLL,7432
CLT,ILM,7434
PHX,PVR,7445
SLC,OAK,7450
ICN,SFO,7452
SDF,DFW,7454
CMH,TPA,7457
OAK,LAX,7458
AUS,SJC,7458
EZE,JFK,7458
ORD,AUH,7461
PVG,LAX,7464
LAX,AUS,7466
LAX,SEA,7467
BOS,LAX,7469
MDE,MIA,7469
DOH,PHL,7470
MCI,FLL,7470
LAX,TUS,7477
BNA,AUS,7480
AMS,IAH,7480
BDL,FLL,7481
LAS,IND,7481
BOS,LGA,7487
SRQ,CLT,7489
DEN,BZN,7490
EWR,SEA,7490
BWI,CHS,7498
SJC,DEN,7502
DFW,SDF,7502
HOU,ELP,7502
SAN,RNO,7513
STL,TPA,7517
RDU,MDW,7519
MCO,LGW,7520
ORD,BNA,7521
MCO,BDL,7522
CAK,CLT,7524
HOU,TUL,7524
KOA,LAX,7526
LAX,GDL,7527
SEA,JFK,7528
IAH,LHR,7528
BWI,CLE,7530
IAD,DEN,7534
JFK,SAL,7534
DFW,EWR,7536
MAF,IAH,7539
NAS,FLL,7539
EWR,HKG,7540
BOI,DEN,7540
BNA,ORD,7540
ELP,ATL,7542
LGB,JFK,7545
DOH,IAH,7551
AKL,IAH,7553
SDQ,BOS,7553
MCO,ATL,7554
LAS,YUL,7554
BOI,DEN,7555
RNO,PHX,7560
NRT,HNL,7564
MCO,SJO,7565
MDT,ATL,7568
